#;;;;;;;;;;;;;;x
Claim_Ionia_desc;If we are to restore christian rule to the holy land we must gain forward operating bases!;;;;;;;x;;;;
Claim_Italian_title;Claim Sardinia, Corsica and Sicily;;;;;;;x;;;;
Claim_Italian_desc;If we are to restore christian rule to the holy land we must gain population centers to build an army!;;;;;;;x;;;;
Claim_Greek_title;Claim Crete, Cyprus and Aegean;;;;;;;x;;;;
Claim_Greek_desc;If we are to restore christian rule to the holy land we must gain the islands closest to the holy land to prepare for an invasion!;;;;;;;x;;;;
Claim_Grenada_title;Reverse Reconquista;;;;;;;x;;;;
Claim_Grenada_desc;We must retake our rightful land stolen from us in 1492 and teach those Spanish a lesson!;;;;;;;x;;;;
Claim_MAD_title;Claim Indian Ocean Islands;;;;;;;x;;;;
Claim_MAD_desc;We must claim islands in the Indian ocean to make sure that colonizers don't use them to attack us.;;;;;;;x;;;;
Claim_YUC_title;Liberate all Mayas;;;;;;;x;;;;
Claim_YUC_desc;We must strive to liberate all Mayas from foreign rule and unite them for the common cause!;;;;;;;x;;;;
Claim_Siberia_title;Unite Siberia;;;;;;;x;;;;
Claim_Siberia_desc;We must unify the Siberian region if we wish to expand!;;;;;;;x;;;;
Claim_MSQ_title;Claim the Mosquito Coast;;;;;;;x;;;;
Claim_MSQ_desc;With our legacy as the Viceroyalty of New Granada who administered the Mosquito Coast as a basis for our claim, we can now officially begin a territorial dispute on who is the rightful owner of it.;;;;;;;x;;;;
Claim_ARM_title;Greater Armenia;;;;;;;x;;;;
Claim_ARM_desc;Now that we have secured our core lands we must strive to achieve a truly noble vision: All Armenians must be united in a Greater Armenian state.;;;;;;;x;;;;
Accept_Georgians_title;Accept the Georgians;;;;;;;x;;;;
Accept_Georgians_desc;The Georgian peoples are not so different from us: They live in the same region, practice the same religion and have the same enemies. It would bring stability to our lands if we accepted them as citizens, though it will hurt our prestige to accept another culture.;;;;;;;x;;;;
Claim_KDS_title;Greater Kurdistan;;;;;;;x;;;;
Claim_KDS_desc;Now that we have secured our core lands we must strive to achieve a truly noble vision: All Kurds must be united in a greater Kurdish state.;;;;;;;x;;;;
Claim_URU_title;Greater Uruguay;;;;;;;x;;;;
Claim_URU_desc;To achieve true power we must expand. The provinces of Corrientes, Entre Rios, Rio Grande do Sul and Santa Catarina have expressed a desire to leave their respective countries and join a greater Uruguayan state.;;;;;;;x;;;;
Claim_YEM_title;Claim Dhofar;;;;;;;x;;;;
Claim_YEM_desc;Dhofar is currently part of Muscat-Oman, yet it has the same people as our country. Why shouldn't we claim it?;;;;;;;x;;;;
Claim_OMA_title;Claim Dubai;;;;;;;x;;;;
Claim_OMA_desc;We need to core Dubai to connect our lands.;;;;;;;x;;;;
Claim_Gulf_title;Claim the Gulf;;;;;;;x;;;;
Claim_Gulf_desc;We must secure the Gulf to assert our position as a power to be reconned with.;;;;;;;x;;;;
Claim_MGL_title;Claim Greater Greater Mongolia;;;;;;;x;;;;
Claim_MGL_desc;Seize more land! Grow stronger!;;;;;;;x;;;;
become_zanzibar_title;Become Zanzibar;;;;;;;x;;;;
become_zanzibar_desc;Our capital of Muscat has been lost! We must flee to Africa and assume the title of Sultan of Zanzibar.;;;;;;;x;;;;
Mongolia_Claim_title;Supreme Mongolia;;;;;;;x;;;;
Mongolia_Claim_desc;We can't be stopped! We must expand!;;;;;;;x;;;;
baluchistan_goldsmid_arbitration_title;Goldsmid's Baluchistan arbitration;;;;;;;x;;;;
baluchistan_goldsmid_arbitration_desc;Let's have Goldsmid arbitrate Baluchistan.;;;;;;;x;;;;
aachen_reforms_francia_title;Reform Francia as Aachen;;;;;;;x;;;;
aachen_reforms_francia_desc;Let us reform Francia.;;;;;;;x;;;;
Claim_POM_title;Claim Mecklenburg-Vorpommern;;;;;;;x;;;;
Claim_POM_desc;We must expand our regional influence now that we are no longer in Prussia's sphere.;;;;;;;x;;;;
Claim_BSQ_title;Claim the islands of Saint Pierre and Miquelon;;;;;;;x;;;;
Claim_BSQ_desc;Many people of our culture live on the islands of Saint Pierre and Miquelon. We should use this as a basis to claim them as part of our territory.;;;;;;;x;;;;
Celtic_Union_title;Form the Celtic Union;;;;;;;x;;;;
Celtic_Union_desc;For many centuries celts have been oppressed by the British in Wales, Scottland and Ireland. Now that we have achieved independence from them the time has come for us to create a union of celts to keep all celts safe of foreign oppression and unify them under one strong nation.;;;;;;;x;;;;
Claim_BRT_title;Claim Britanny for the Celtic Union;;;;;;;x;;;;
Claim_BRT_desc;The Breton people have celtic roots. We must therefore liberate them from their French oppressors and join them into our union of all celts.;;;;;;;x;;;;
Claim_GLC_title;Claim Galicia for the Celtic Union;;;;;;;x;;;;
Claim_GLC_desc;The Galician people have celtic roots. We must therefore liberate them from their Spanish oppressors and join them into our union of all celts.;;;;;;;x;;;;
Claim_NWG_title;Claim borderlands to Germany;;;;;;;x;;;;
Claim_NWG_desc;Many of out people live just on the other side of the border. We must claim that land to unify our nation as a country of all Dutch.;;;;;;;x;;;;
Claim_AMZ_title;Claim the entirety of the Amazon;;;;;;;x;;;;
Claim_AMZ_desc;To unify all Amazonians and create a state controlling the entirety of the Amazon we must lay claim to it.;;;;;;;x;;;;
claim_Lugano_title;Seize Lugano from the Swiss;;;;;;;x;;;;
Claim_Oceania_title;Claim Oceania;;;;;;;x;;;;
Claim_Oceania_desc;The inhabitants of New Zealand and Australia are similar in culture, location and language. It is time for us to use that fact to lay claim to the other land across the Tasman Sea.;;;;;;;x;;;;
Reclaim_Kuldscha_title;Reclaim Kuldscha;;;;;;;x;;;;
Reclaim_Kuldscha_desc;The filthy Russians took our land while we were fighting in the Taiping rebellion. Now it is time for us to demand it back under the threat of war.;;;;;;;x;;;;
Claim_VLG_title;Claim Novy Uzen;;;;;;;x;;;;
Claim_VLG_desc;We must claim Novy Uzen as it also has Germans living in it which must be rescues from Russian oppression.;;;;;;;x;;;;
Claim_Hessen_title;Claim Hessen;;;;;;;x;;;;
Claim_Hessen_desc;The region of Hessen is divided between Hesse-Darmstadt, Hesse-Kassel, Frankfurt am Main, Waldeck-Pyrmont, Nassau and the Prussian city of Wetzlar, yet many inhabitants of Hessen still have a local identity. We can call on this regional patriotism to claim sovereignty over all of Hessen.;;;;;;;x;;;;
found_niger_company_title;Found the Niger Company;;;;;;;x;;;;
found_niger_company_desc;Let's form the Niger Company and lay claim to Nigeria for colonial exploitation.;;;;;;;x;;;;
Claim_DOM_title;Retake the Dominican Republic;;;;;;;x;;;;
Claim_DOM_desc;Now that the Dominican Republic is independent from Haiti and the USA is unable to enforce the Monroe doctrine due to their civil war, we can seize the opportunity to retake the Dominican Republic.;;;;;;;x;;;;
Become_SER_title;Reunite with Serbia;;;;;;;x;;;;
Become_SER_desc;Now that we have won the revolt against the Ottoman empire, it is time to rejoin the motherland.;;;;;;;x;;;;
Become_SIC_title;Reunite the Two Sicilies;;;;;;;x;;;;
Become_SIC_desc;Now that we control the lands of Sicily and Naples we can assume the title of the Two Sicilies to legitimize our ownership of these lands.;;;;;;;x;;;;
Become_SWH_title;Reunite Schleswig-Holstein;;;;;;;x;;;;
Become_SWH_desc;Now that we control the lands of Schleswig and Holstein we can assume the title of Schleswig-Holstein to legitimize our ownership of these lands.;;;;;;;x;;;;
Become_RHI_title;Unite the Rhineland;;;;;;;x;;;;
Become_RHI_desc;Now that we have conquered enough land in the Rhineland we can claim to represent its entirety to legitimize more conquest.;;;;;;;x;;;;
unite_moldavia_wallachia_sw_title;Unite Wallachia and Moldavia SW version;;;;;;;x;;;;
unite_moldavia_wallachia_sw_desc;This is a change to the decision to form Romania for the SW submod.;;;;;;;x;;;;
unlock_crisis_in_1870_title;Unlock Crisis in 1870;;;;;;;x;;;;
claim_UIL_title;Assume leadership of the US;;;;;;;x;;;;
claim_UIL_desc;Now that Washington DC and New York are under our control, we can claim to be the legitimate US government and claim the same lands as the US.;;;;;;;x;;;;
PROV3447;Coto;;;;;;;;;;;x
claim_Lugano_desc;Lugano is culturally entirely Italian, that is how we can justify seizing it off the Swiss.;;;;;;;x;;;;
unite_with_mongolia_title;Unite with Mongolia;;;;;;;x;;;;
unite_with_mongolia_desc;The time has come for us to reunite with our cultural brethren, the Mongolians.;;;;;;;x;;;;
Claim_ASY_title;Claim the Assyrian empire;;;;;;;x;;;;
Claim_ASY_desc;Now that we have conquered the lands around us we can reclaim the territory of the ancient Assyrian empire.;;;;;;;x;;;;
Claim_BAB_title;Claim greater Babylonia;;;;;;;x;;;;
Claim_BAB_desc;Now that we have claimed to be the legitimate successors to the ancient Babylonian empire, we can claim its historic lands.;;;;;;;x;;;;
Claim_GEO_title;Greater Georgia;;;;;;;x;;;;
Claim_GEO_desc;Now that we have taken the lands which we had under our control until not too long ago, we can exercise our claim on the borders of the 13th century Georgian kingdom.;;;;;;;x;;;;
Accept_Armenians_title;Accept the Armenians;;;;;;;x;;;;
Accept_Armenians_desc;The Armenian peoples are not so different from us: They live in the same region, practice the same religion and have the same enemies. It would bring stability to our lands if we accepted them as citizens, though it will hurt our prestige to accept another culture.;;;;;;;x;;;;
Claim_Alex_title;Claim Alexander's empire;;;;;;;x;;;;
Claim_Alex_desc;Now that we control Constantinople, Cairo, Baghdad, Tehran and Lahore, we can justify this occupation by the historical empire of Alexander the Great.;;;;;;;x;;;;
Mongols_claim_title;More land claims!;;;;;;;x;;;;
Mongols_claim_desc;More land to the Mongols!;;;;;;;x;;;;
become_poland_sw_title;Become Poland SW version;;;;;;;x;;;;
become_poland_sw_desc;Become Poland;;;;;;;x;;;;
Claim_PNT_title;Claim Pontus;;;;;;;x;;;;
Claim_PNT_desc;Pontus has a sizeable Greek minority, we can use this as basis for claiming it.;;;;;;;x;;;;
Claim_EBS_title;Claim the eastern Black sea coast;;;;;;;x;;;;
Claim_EBS_desc;The eastern Black sea coast has many isolated communities of Greek peoples, they need to be incorporated into Anatolia to protect them from foreign oppression.;;;;;;;x;;;;
Claim_IANT_title;Claim inner Anatolia;;;;;;;x;;;;
Claim_IANT_desc;Inner Anatolia has large amounts of Greek inhabitants, they need to be liberated from their Ottoman oppressors.;;;;;;;x;;;;
CHI_form_title;Form China;;;;;;;x;;;;
CHI_form_desc;We control the lands of China. Why not claim to be the legitimate rulers of all of it?;;;;;;;x;;;;
FLC_form_title;Unify the Fulani Caliphate;;;;;;;x;;;;
FLC_form_desc;The Fulani jihad states of Massina, Futa Jallon, Futa Tooro and Sokoto were all originally muslim revolts against local animist rulers. Now that we, the Tukulor empire, dominate the area, we can call upon this common heritage to unite with them with the goal of forming a common Fulani Caliphate, to impose Sharia law upon western Africa and resist the foreign invaders and continue the everlasting jihad. Allahu Akbar!;;;;;;;x;;;;
FLC_tolerate_title;Loosen religious policies;;;;;;;x;;;;
FLC_tolerate_desc;Though our religious hardlinership may have successfully brought our peoples together, it has made us fall behind the rest of the world economically and technologically. If we wish to survive we must embrace tolerance. It is indeed a sad day for islam.;;;;;;;x;;;;
FLC_cash_title;Introduce cash crops;;;;;;;x;;;;
FLC_cash_desc;Significantly increasing our wealth is difficult, since we don't have abundant natural resources such as coal, iron or others. We can however just change our agricultural production to more profitable options, such as coffee, cotton and tobacco.;;;;;;;x;;;;
Claim_CRI_title;Claim the former Crimean Khanate;;;;;;;x;;;;
Claim_CRI_desc;Not all too long ago, the Crimean Khanate ruled the lands around the entire sea of Azov. Let us reclaim that right.;;;;;;;x;;;;
EVTDESC123494;The SMS Novara is an Austrian sail frigate and the first one of our navy to circumnavigate the globe in the aptly named Novara Expedition from 1857-1859. A book was published about the voyage, Karl von Scherzer's narrative of the circumnavigation of the globe by the Austrian Frigate Novara, which sold 30.000 copies and was the second most popular scientific book in the 19th century. On its journey it came across the Nicobar islands, which we had colonized in 1778 but abandoned in 1785. Mister von Scherzer found no colonizers to be there despite the Danish claim. He therefore recommends recolonizing it and ignoring the claim or buying it off the Danish.;;;;;;;x;;;;
Nicobar_AUS_buy_title;Buy the Nicobar islands from the Danish;;;;;;;x;;;;
Nicobar_AUS_buy_desc;The Danish have no actual colonial presence on the Nicobar islands, this is our chance to peacefully reestablish our failed colony that existed there from 1878-1885;;;;;;;x;;;;
Nicobar_AUS_seize_title;Seize the Nicobar islands from the Danish.;;;;;;;x;;;;
Nicobar_AUS_seize_desc;The Danish have no actual colonial presence on the Nicobar islands, this is our chance to forcefully reestablish our failed colony that existed there from 1878-1885;;;;;;;x;;;;
Delagoa_AUS_title;Seize Delagoa Bay;;;;;;;x;;;;
Delagoa_AUS_desc;From 1778 to 1781, Colonel William Bolts set up an Austrian trading post in Delagoa Bay that outmatched the Portuguese in ivory production. When the post was struck with malaria, the Portuguese used the opportunity to expel our traders. With our newfound naval power we can reclaim this post and transform it into a colony, though Portugal will not like it.;;;;;;;x;;;;
Rio_de_Oro_sold_AUS_title;Sell Rio de Oro;;;;;;;x;;;;
Rio_de_Oro_sold_AUS_desc;After losing Havana and Manila, our bank accounts are left agape. After the failures our previous colonisation has encountered, many in our administration have suggested ridding ourselves of Rio de Oro. The area is desolate and a drain on our finances to maintain, therefore selling it seems like a good option. Austria-Hungary has shown an interest in the area, so we could approach them with the offer of 150.000 pesos for Rio de Oro.;;;;;;;x;;;;
Rio_de_Oro_sold_KUK_title;Sell Rio de Oro;;;;;;;x;;;;
Rio_de_Oro_sold_KUK_desc;After losing Havana and Manila, our bank accounts are left agape. After the failures our previous colonisation has encountered, many in our administration have suggested ridding ourselves of Rio de Oro. The area is desolate and a drain on our finances to maintain, therefore selling it seems like a good option. Austria-Hungary has shown an interest in the area, so we could approach them with the offer of 150.000 pesos for Rio de Oro.;;;;;;;x;;;;
Claim_JAP_title;Core Japan SW;;;;;;;x;;;;
Claim_JAP_desc;Get cores on all of Japan in Shattered World;;;;;;;x;;;;
claim_QAS_title;Claim greater Qashqai;;;;;;;x;;;;
claim_QAS_desc;We need to seize lands to grow stronger. Let us do so.;;;;;;;x;;;;
treaty_of_la_pointe_title;The first Treaty of La Pointe;;;;;;;x;;;;
treaty_of_la_pointe_two_title;The second Treaty of La Pointe;;;;;;;x;;;;
treaty_of_la_pointe_desc;The great lakes indians have informed us that they would be willing to sell us some of their land.;;;;;;;x;;;;
treaty_of_la_pointe_two_desc;The great lakes indians have informed us that they would be willing to sell us some of their land.;;;;;;;x;;;;
treaty_of_traverse_des_sioux_desc;The great lakes indians have informed us that they would be willing to sell us some of their land.;;;;;;;x;;;;
treaty_of_traverse_des_sioux_title;The Treaty of Traverse des Sioux;;;;;;;x;;;;
treaty_of_washington_title;The Treaty of Washington;;;;;;;x;;;;
treaty_of_washington_desc;The great lakes indians have informed us that they would be willing to sell us some of their land.;;;;;;;x;;;;
treaty_of_fort_laramie_title;The Treaty of Fort Laramie;;;;;;;x;;;;
treaty_of_fort_laramie_desc;We can convince the Great Plains indians to sede a lot of land to us in exchange for us guaranteeing the rest of their territory will stay undisturbed by white men and a large payment for food sustenance due to the decreased hunting grounds.;;;;;;;x;;;;
treaty_of_fort_wise_title;The Treaty of Fort Wise;;;;;;;x;;;;
treaty_of_fort_wise_desc;The southern plains indians have been constantly bothered by whites in their reservations from the treaty of fort laramie and are offering to move to Colorado in exchange for a true guarantee of territorial exclusivity.;;;;;;;x;;;;
treaty_of_fort_laramie_two_title;The 2nd Treaty of Fort Laramie;;;;;;;x;;;;
treaty_of_fort_laramie_two_desc;After the failure of the first Treaty of Fort Laramie, seperate renegotiations took place with the plains indians. The Treaty of Medicine Lodge decreased the Dakota indians' territory even more and promised to keep them undisturbed in their holy lands and last reservation in the Black hills of South Dakota. This never came to pass.;;;;;;;x;;;;
treaty_of_medicine_lodge_title;The Treaty of Medicine Lodge;;;;;;;x;;;;
treaty_of_medicine_lodge_desc;After the failure of the first Treaty of Fort Laramie, seperate renegotiations took place with the plains indians. The Treaty of Medicine Lodge decreased the southern plains indians' territory even more and promised to keep them undisturbed in their smaller reservation. This never came to pass.;;;;;;;x;;;;
treaty_with_the_blackfoot_title;Treaty with the Blackfoot;;;;;;;x;;;;
treaty_with_the_blackfoot_desc;Though we have been at peace with the blackfoot for a long time, they have run out of bison due to our hunting and request monetary aid to get food in return for giving up their current lands and moving to a tiny reservation.;;;;;;;x;;;;
indian_territory_end_title;Dissolve the Indian territory;;;;;;;x;;;;
indian_territory_end_desc;The time has come to revoke the autonomy of the Indians in Oklahoma and integrate them into american society.;;;;;;;x;;;;
build_kra_canal_title;Build the Kra Canal;;;;;;;x;;;;
build_kra_canal_desc;The trade to East Asia flows almost exclusively through Singapore, enriching Singapore. We can deprive them of this wealth and influence by building a canal across the Kra isthmus in Siam which will allow for easier travel and reroute trade from Singapore.;;;;;;;x;;;;
build_white_canal_title;Build the White Sea Canal;;;;;;;x;;;;
build_white_canal_desc;To access the White Sea one presently has to sail through the Danish Straits, around Norway and past the Kola peninsula, encountering many icebergs along the way. We could make this journey a lot faster and less dangerous if we built a canal from lake Onega to the White Sea, since lake Ladoga which flows into the Baltic Sea connects to lake Onega by river.;;;;;;;x;;;;
reconquer_algeria_title;Reconquer Algeria;;;;;;;x;;;;
reconquer_algeria_desc;The French began the conquest of Algeria in 1830, using the "fan affair" as an excuse - During the Napoleonic Wars, France went into Algerian debt supllying itself with Algerian grain, and the bey of Algeria requested they return said debts. When the French ambassador refused, the bey swatted him with his fan in a fit of rage. Anyways, we must restore our 300+ year rule of Algeria and drive out the French invaders.;;;;;;;x;;;;
finish_off_dahomey_title;The second Dahomey war;;;;;;;x;;;;
finish_off_dahomey_desc;The second Dahomey war in which France conquered the rest of Dahomey from Cotonou as a reaction to continued Dahomean raiding raged from 1892 to 1894.;;;;;;;x;;;;
EVTDESC123536;The idea of building a tunnel under the englsih channel has been around for many years, but only recently have we acquired the technology to do so. Though it would strongly benefit trade between the british isles and the continent, such a tunnel would also make invading either way more easy. Additionally, such a construction would be very expensive and take over a decade.;;;;;;;x;;;;
build_chunnel_title;Build the Channel Tunnel;;;;;;;x;;;;
build_chunnel_desc;Our engineers propose constructing a tunnel beneath the english channel to connect the British Isles to the continent.;;;;;;;x;;;;
lorraine_fra_nice_title;A peace with Germany;;;;;;;x;;;;
lorraine_fra_nice_desc;After defeating Germany we must seize our rightful land while upholding the balance of power.;;;;;;;x;;;;
lorraine_fra_mean_title;A demanding peace with Germany;;;;;;;x;;;;
lorraine_fra_mean_desc;After thoroughly defeating Germany we must see to it that they never pose a threat to us again.;;;;;;;x;;;;
lorraine_ger_nice_title;A peace with France;;;;;;;x;;;;
lorraine_ger_nice_desc;After defeating France we must seize our rightful land while upholding the balance of power.;;;;;;;x;;;;
lorraine_ger_mean_title;A demanding peace with France;;;;;;;x;;;;
lorraine_ger_mean_desc;After thoroughly defeating France we must see to it that they never pose a threat to us again.;;;;;;;x;;;;
refute_ger_lorraine_title;Expel the Germans from Lorraine;;;;;;;x;;;;
refute_ger_lorraine_desc;After the Germans stole our integral lands in Lorraine, the time has come to expel them from said lands and forever end German claims past Alsace.;;;;;;;x;;;;
annex_all_title;Annex everything;;;;;;;x;;;;
annex_all_desc;Take all the land on earth for testing purposes.;;;;;;;x;;;;
EVTDESC5329627;Let us decide whether the power in our new Italian puppet shall be in the hands of the northern Italians or the southern Italians.;;;;;;;x;;;;
EVT_8023306_NAME_sub;A question of religious tolerance;;;;;;;x;;;;
EVT_8023301_NAME_sub;Shall we deal with the capitalists?;;;;;;;x;;;;
EVT_8023302_NAME_sub;The people rise up;;;;;;;x;;;;
EVT_8023305_NAME_sub;Should we ban luxuries?;;;;;;;x;;;;
EVT_8023303_NAME_sub;Should private investment be legal?;;;;;;;x;;;;
EVT_8023304_NAME_sub;Food for thought;;;;;;;x;;;;
ITA_MNC_title;Occupy Monaco;;;;;;;x;;;;
ITA_MNC_desc;Monaco is a state so tiny that with our newfound might we can easily take it over.;;;;;;;x;;;;
mexico_usa_agreement_title;A peace with Mexico;;;;;;;x;;;;
mexico_usa_agreement_desc;The time has come to negotiate with Mexico.;;;;;;;x;;;;
russo_persian_border_convention_title;The Russo-Persian Border;;;;;;;x;;;;
russo_persian_border_convention_desc;Our border with Persia has as of yet not been defined. We can negotiate it in such a way that we gain land from Persia.;;;;;;;x;;;;
pattani_integration_act_title;Integrate Pattani;;;;;;;x;;;;
pattani_integration_act_desc;Pattani, our southern vassal, is ripe for annexation. The time has come to integrate them into the Siamese Kingdom.;;;;;;;x;;;;
establish_writing_system_title;Establish a writing system;;;;;;;x;;;;
establish_writing_system_desc;If we are to westernize, we must adopt a writing system to properly record knowledge.;;;;;;;x;;;;
EVT123572DESC;After Sir Franklin's departure in 1845 to find the Northwest Passage which was last seen by a whale ship in Baffin Bay, it wasn't heard from again. In 1848 the admiralty sent a search mission to find evidence of the fate of the party. Thereafter dozens of ships sailed to the Canadian Arctic to investigate the fate of the expedition, with more and more details coming to light. The final search, organized by Franklin's wife, found a note stored in a cairn that explained that the expedition was stuck in the ice and they were trying to walk all the way to civilized Canada. Several inuits reported seeing a group of white men heading South and slowly starving, lastly resorting to cannibalism. None survived.;;;;;;;x;;;;
franklin_expedition_title;The Franklin Expedition;;;;;;;x;;;;
franklin_expedition_desc;The idea of a possible passage from the Atlantic to the Pacific via the Canadian Arctic has persisted for many years, and it's high time to investigate it. Who better to send to lead the journey than Sir John Franklin, famous for leading another 2 arctic journeys during one of which he became famous for surviving starvation by eating his boot leather. He and and two crews will be sent aboard the HMS Terror and the HMS Erebus to sail to the Canadian arctic.;;;;;;;x;;;;
usa_mexico_agreement_title;A Peace with the USA;;;;;;;x;;;;
usa_mexico_agreement_desc;The time has come to negotiate a peace treaty with the USA.;;;;;;;x;;;;
outside_italia_irredenta_ITS_title;Italia Irredenta;;;;;;;x;;;;
outside_italia_irredenta_ITA_desc;We can now claim more land for our Italian puppet.;;;;;;;x;;;;
craftsmen_fix_desc;Fix the craftsmen bug. This is when you have a province that has craftsmen of a non-accepted culture and none of an accepted culture. It forces all promoting pops to become the culture of the craftsmen.;;;;;;;x;;;;
craftsmen_fix_title;Craftsmen bug fix;;;;;;;x;;;;
incorporate_louisianna_title;Incorporate Louisianna;;;;;;;x;;;;
incorporate_louisianna_desc;Now that we have freed Louisianna from the Americans, we can incorporate it into our empire.;;;;;;;x;;;;
you_are_going_to_the_usa_title;US immigrant boost;;;;;;;x;;;;
you_are_going_to_the_usa_desc;This is an immigration booster to make the US get realistic immigration.;;;;;;;x;;;;
indian_lands_title;Indian Lands;;;;;;;x;;;;
burn_white_house_title;Burn down the White House;;;;;;;x;;;;
burn_white_house_desc;After capturing the White House from the Americans, we can repeat the events of the war of 1812 and burn it down.;;;;;;;x;;;;
conquer_lib_desert_title;Occupation of the Libyan desert;;;;;;;x;;;;
conquer_lib_desert_desc;With our position in Soutb Algeria, we can conquer the uncolonized libyan desert.;;;;;;;x;;;;
munich_coin_treaty_enacted_title;The Munich Coin Treaty;;;;;;;x;;;;
munich_coin_treaty_enacted_desc;The Munich Coin Treaty of 1837 standardized South German currencies, allowing for ease of trade and travel.;;;;;;;x;;;;
send_liman_title;The Liman von Sanders mission;;;;;;;x;;;;
send_liman_desc;The Ottoman Empire has been declining for a long time. We could send them a military mission to gain influence and modernize their army.;;;;;;;x;;;;
reconquer_transylvania_title;Reconquer Transylvania;;;;;;;x;;;;
reconquer_transylvania_desc;Though over a century has passed since our rule in Transylvania ended, with the integration of Moldavia and Wallachia our influence in the region has been revitalized. The Romanian majority in Transylvania is unhappy with Austrian rule and would rather be in the same country as their brethren, namely the Ottoman Empire. We can use this as a pretext to reconquer Transylvania.;;;;;;;x;;;;
military_score;Have less military score than;;;;;;;x;;;;
canning_process;Canning Process;;;;;;;x;;;;
canning_process_desc;Canning is a method of preserving food in which the food contents are processed and sealed in an airtight container (jars like Mason jars, and steel and tin cans). Canning provides a shelf life that typically ranges from one to five years, although under specific circumstances, it can be much longer. The advent of this technology allows food to be canned and processed in factories.;;;;;;;x;;;;
industrial_paper_production;Industrial Paper Production;;;;;;;x;;;;
